stock_code,quarter,상장폐지 여부,관리종목 여부,감사의견
105560.0,2025Q2,상장,N,기타/확인필요
105560.0,2025Q3,상장,N,기타/확인필요
105630.0,2020Q1,상장,N,기타/확인필요
105630.0,2020Q2,상장,N,적정
105630.0,2020Q3,상장,N,적정
105630.0,2020Q4,상장,N,적정
105630.0,2021Q1,상장,N,적정
105630.0,2021Q2,상장,N,적정
105630.0,2021Q3,상장,N,적정
105630.0,2021Q4,상장,N,적정
105630.0,2022Q1,상장,N,적정
105630.0,2022Q2,상장,N,적정
105630.0,2022Q3,상장,N,적정
105630.0,2022Q4,상장,N,적정
105630.0,2023Q1,상장,N,적정
105630.0,2023Q2,상장,N,적정
105630.0,2023Q3,상장,N,적정
105630.0,2023Q4,상장,N,적정
105630.0,2024Q1,상장,N,적정
105630.0,2024Q2,상장,N,기타/확인필요
105630.0,2024Q3,상장,N,기타/확인필요
105630.0,2024Q4,상장,N,기타/확인필요
105630.0,2025Q1,상장,N,기타/확인필요
105630.0,2025Q2,상장,N,기타/확인필요
105630.0,2025Q3,상장,N,기타/확인필요
105740.0,2020Q1,상장,N,기타/확인필요
105740.0,2020Q2,상장,N,적정
105740.0,2020Q3,상장,N,적정
105740.0,2020Q4,상장,N,적정
105740.0,2021Q1,상장,N,적정
105740.0,2021Q2,상장,N,적정
105740.0,2021Q3,상장,N,적정
105740.0,2021Q4,상장,N,적정
105740.0,2022Q1,상장,N,적정
105740.0,2022Q2,상장,N,적정
105740.0,2022Q3,상장,N,적정
105740.0,2022Q4,상장,N,적정
105740.0,2023Q1,상장,N,적정
105740.0,2023Q2,상장,N,적정
105740.0,2023Q3,상장,N,적정
105740.0,2023Q4,상장,N,적정
105740.0,2024Q1,상장,N,적정
105740.0,2024Q2,상장,N,기타/확인필요
105740.0,2024Q3,상장,N,기타/확인필요
105740.0,2024Q4,상장,N,기타/확인필요
105740.0,2025Q1,상장,N,기타/확인필요
105740.0,2025Q2,상장,N,기타/확인필요
105740.0,2025Q3,상장,N,기타/확인필요
105760.0,2023Q4,상장,N,적정
105760.0,2024Q1,상장,N,적정
105760.0,2024Q2,상장,N,기타/확인필요
105760.0,2024Q3,상장,N,기타/확인필요
105760.0,2024Q4,상장,N,기타/확인필요
105760.0,2025Q1,상장,N,기타/확인필요
105760.0,2025Q2,상장,N,기타/확인필요
105760.0,2025Q3,상장,N,기타/확인필요
105840.0,2020Q1,상장,N,기타/확인필요
105840.0,2020Q2,상장,N,적정
105840.0,2020Q3,상장,N,적정
105840.0,2021Q1,상장,N,기타/확인필요
105840.0,2021Q2,상장,N,적정
105840.0,2021Q3,상장,N,적정
105840.0,2022Q1,상장,N,기타/확인필요
105840.0,2022Q2,상장,N,적정
105840.0,2022Q3,상장,N,적정
105840.0,2023Q1,상장,N,기타/확인필요
105840.0,2023Q2,상장,N,적정
105840.0,2023Q3,상장,N,적정
105840.0,2024Q1,상장,N,기타/확인필요
105840.0,2024Q2,상장,N,기타/확인필요
105840.0,2024Q3,상장,N,기타/확인필요
105840.0,2025Q1,상장,N,기타/확인필요
105840.0,2025Q2,상장,N,기타/확인필요
106080.0,2020Q1,상장,N,기타/확인필요
106080.0,2020Q2,상장,N,적정
106080.0,2020Q3,상장,N,적정
106080.0,2020Q4,상장,N,적정
106080.0,2021Q1,상장,N,적정
106080.0,2021Q2,상장,N,적정
106080.0,2021Q3,상장,N,적정
106080.0,2021Q4,상장,N,적정
106080.0,2022Q1,상장,N,적정
106080.0,2022Q2,상장,N,적정
106080.0,2022Q3,상장,N,적정
106080.0,2022Q4,상장,N,적정
106080.0,2023Q1,상장,N,적정
106080.0,2023Q2,상장,N,적정
106080.0,2023Q3,상장,N,적정
106080.0,2023Q4,상장,N,적정
106080.0,2024Q1,상장,N,적정
106080.0,2024Q2,상장,N,기타/확인필요
106080.0,2024Q3,상장,N,기타/확인필요
106080.0,2024Q4,상장,N,기타/확인필요
106080.0,2025Q1,상장,N,기타/확인필요
106080.0,2025Q2,상장,N,기타/확인필요
106080.0,2025Q3,상장,N,기타/확인필요
106190.0,2020Q1,상장,N,기타/확인필요
106190.0,2020Q2,상장,N,적정
106190.0,2020Q3,상장,N,적정
106190.0,2020Q4,상장,N,적정
106190.0,2021Q1,상장,N,적정
106190.0,2021Q2,상장,N,적정
106190.0,2021Q3,상장,N,적정
106190.0,2021Q4,상장,N,적정
106190.0,2022Q1,상장,N,적정
106190.0,2022Q2,상장,N,적정
106190.0,2022Q3,상장,N,적정
106190.0,2022Q4,상장,N,적정
106190.0,2023Q1,상장,N,적정
106190.0,2023Q2,상장,N,적정
106190.0,2023Q3,상장,N,적정
106190.0,2023Q4,상장,N,적정
106190.0,2024Q1,상장,N,적정
106190.0,2024Q2,상장,N,기타/확인필요
106190.0,2024Q3,상장,N,기타/확인필요
106190.0,2024Q4,상장,N,기타/확인필요
106190.0,2025Q1,상장,N,기타/확인필요
106190.0,2025Q2,상장,N,기타/확인필요
106190.0,2025Q3,상장,N,기타/확인필요
106520.0,2020Q1,상장,N,기타/확인필요
106520.0,2020Q2,상장,N,적정
106520.0,2020Q3,상장,N,적정
106520.0,2020Q4,상장,N,적정
106520.0,2021Q1,상장,N,적정
106520.0,2021Q2,상장,N,적정
106520.0,2021Q3,상장,N,적정
106520.0,2021Q4,상장,N,적정
106520.0,2022Q1,상장,N,적정
106520.0,2022Q2,상장,N,적정
106520.0,2022Q3,상장,N,적정
106520.0,2022Q4,상장,N,적정
106520.0,2023Q1,상장,Y,적정
106520.0,2023Q2,상장,Y,기타/확인필요
106520.0,2023Q3,상장,Y,기타/확인필요
106520.0,2023Q4,상장,Y,기타/확인필요
106520.0,2024Q1,상장,Y,기타/확인필요
106520.0,2024Q2,상장,Y,의견거절
106520.0,2024Q3,상장,Y,의견거절
106520.0,2024Q4,상장,Y,의견거절
106520.0,2025Q1,상장,Y,의견거절
106520.0,2025Q2,상장,Y,기타/확인필요
106520.0,2025Q3,상장,Y,기타/확인필요
107590.0,2020Q1,상장,N,기타/확인필요
107590.0,2020Q2,상장,N,적정
107590.0,2020Q3,상장,N,적정
107590.0,2020Q4,상장,N,적정
107590.0,2021Q1,상장,N,적정
107590.0,2021Q2,상장,N,적정
107590.0,2021Q3,상장,N,적정
107590.0,2021Q4,상장,N,적정
107590.0,2022Q1,상장,N,적정
107590.0,2022Q2,상장,N,적정
107590.0,2022Q3,상장,N,적정
107590.0,2022Q4,상장,N,적정
107590.0,2023Q1,상장,N,적정
107590.0,2023Q2,상장,N,적정
107590.0,2023Q3,상장,N,적정
107590.0,2023Q4,상장,N,적정
107590.0,2024Q1,상장,N,적정
107590.0,2024Q2,상장,N,기타/확인필요
107590.0,2024Q3,상장,N,기타/확인필요
107590.0,2024Q4,상장,N,기타/확인필요
107590.0,2025Q1,상장,N,기타/확인필요
107590.0,2025Q2,상장,N,기타/확인필요
107590.0,2025Q3,상장,N,기타/확인필요
107600.0,2022Q3,상장,N,기타/확인필요
107600.0,2022Q4,상장,N,적정
107600.0,2023Q1,상장,N,적정
107600.0,2023Q2,상장,N,적정
107600.0,2023Q3,상장,N,적정
107600.0,2023Q4,상장,N,적정
107600.0,2024Q1,상장,N,적정
107600.0,2024Q2,상장,N,기타/확인필요
107600.0,2024Q3,상장,N,기타/확인필요
107600.0,2024Q4,상장,N,기타/확인필요
107600.0,2025Q1,상장,N,기타/확인필요
107600.0,2025Q2,상장,N,기타/확인필요
107600.0,2025Q3,상장,N,기타/확인필요
107640.0,2020Q4,상장,N,적정
107640.0,2021Q4,상장,N,적정
107640.0,2022Q4,상장,N,적정
107640.0,2023Q4,상장,N,적정
107640.0,2024Q2,상장,N,기타/확인필요
107640.0,2024Q3,상장,N,기타/확인필요
107640.0,2024Q4,상장,N,기타/확인필요
107640.0,2025Q1,상장,N,기타/확인필요
107640.0,2025Q2,상장,N,기타/확인필요
107640.0,2025Q3,상장,N,기타/확인필요
108230.0,2020Q1,상장,N,기타/확인필요
108230.0,2020Q2,상장,N,적정
108230.0,2020Q3,상장,N,적정
108230.0,2020Q4,상장,N,적정
108230.0,2021Q1,상장,N,적정
108230.0,2021Q2,상장,N,적정
108230.0,2021Q3,상장,N,적정
108230.0,2021Q4,상장,N,적정
108230.0,2022Q1,상장,N,적정
108230.0,2022Q2,상장,N,적정
108230.0,2022Q3,상장,N,적정
108230.0,2022Q4,상장,N,적정
108230.0,2023Q1,상장,N,적정
108230.0,2023Q2,상장,N,적정
108230.0,2023Q3,상장,N,적정
108230.0,2023Q4,상장,N,적정
108230.0,2024Q1,상장,N,적정
108230.0,2024Q2,상장,N,기타/확인필요
108230.0,2024Q3,상장,N,기타/확인필요
108230.0,2024Q4,상장,N,기타/확인필요
108230.0,2025Q1,상장,N,기타/확인필요
108230.0,2025Q2,상장,N,기타/확인필요
108230.0,2025Q3,상장,N,기타/확인필요
108320.0,2020Q1,상장,N,기타/확인필요
108320.0,2020Q2,상장,N,기타/확인필요
108320.0,2020Q3,상장,N,기타/확인필요
108320.0,2020Q4,상장,N,기타/확인필요
108320.0,2021Q1,상장,N,기타/확인필요
108320.0,2021Q2,상장,N,기타/확인필요
108320.0,2021Q3,상장,N,기타/확인필요
108320.0,2021Q4,상장,N,기타/확인필요
108320.0,2022Q1,상장,N,기타/확인필요
108320.0,2022Q2,상장,N,기타/확인필요
108320.0,2022Q3,상장,N,기타/확인필요
108320.0,2022Q4,상장,N,기타/확인필요
108320.0,2023Q1,상장,N,기타/확인필요
108320.0,2023Q2,상장,N,기타/확인필요
108320.0,2023Q3,상장,N,기타/확인필요
108320.0,2023Q4,상장,N,기타/확인필요
108320.0,2024Q1,상장,N,기타/확인필요
108320.0,2024Q2,상장,N,기타/확인필요
108320.0,2024Q3,상장,N,기타/확인필요
108320.0,2024Q4,상장,N,기타/확인필요
108320.0,2025Q1,상장,N,기타/확인필요
108320.0,2025Q2,상장,N,기타/확인필요
108320.0,2025Q3,상장,N,기타/확인필요
108380.0,2020Q1,상장,N,기타/확인필요
108380.0,2020Q2,상장,N,적정
108380.0,2020Q3,상장,N,적정
108380.0,2020Q4,상장,N,적정
108380.0,2021Q1,상장,N,적정
108380.0,2021Q2,상장,N,기타/확인필요
108380.0,2021Q3,상장,N,기타/확인필요
108380.0,2021Q4,상장,N,기타/확인필요
108380.0,2022Q1,상장,N,기타/확인필요
108380.0,2022Q2,상장,N,적정
108380.0,2022Q3,상장,N,적정
108380.0,2022Q4,상장,N,적정
108380.0,2023Q1,상장,N,적정
108380.0,2023Q2,상장,N,적정
108380.0,2023Q3,상장,N,적정
108380.0,2023Q4,상장,N,적정
108380.0,2024Q1,상장,N,적정
108380.0,2024Q2,상장,N,기타/확인필요
108380.0,2024Q3,상장,N,기타/확인필요
108380.0,2024Q4,상장,N,기타/확인필요
108380.0,2025Q1,상장,N,기타/확인필요
108380.0,2025Q2,상장,N,기타/확인필요
108380.0,2025Q3,상장,N,기타/확인필요
108490.0,2020Q1,상장,N,기타/확인필요
108490.0,2020Q2,상장,N,기타/확인필요
108490.0,2020Q3,상장,N,기타/확인필요
108490.0,2021Q1,상장,N,기타/확인필요
108490.0,2021Q2,상장,N,기타/확인필요
108490.0,2021Q3,상장,N,기타/확인필요
108490.0,2022Q1,상장,N,기타/확인필요
108490.0,2022Q2,상장,N,기타/확인필요
108490.0,2022Q3,상장,N,기타/확인필요
108490.0,2023Q1,상장,N,기타/확인필요
108490.0,2023Q2,상장,N,기타/확인필요
108490.0,2023Q3,상장,N,기타/확인필요
108490.0,2024Q1,상장,N,기타/확인필요
108490.0,2024Q2,상장,N,기타/확인필요
108490.0,2024Q3,상장,N,기타/확인필요
108490.0,2025Q1,상장,N,기타/확인필요
108490.0,2025Q2,상장,N,기타/확인필요
108670.0,2020Q1,상장,N,기타/확인필요
108670.0,2020Q2,상장,N,적정
108670.0,2020Q3,상장,N,적정
108670.0,2020Q4,상장,N,적정
108670.0,2021Q1,상장,N,적정
108670.0,2021Q2,상장,N,적정
108670.0,2021Q3,상장,N,적정
108670.0,2021Q4,상장,N,적정
108670.0,2022Q1,상장,N,적정
108670.0,2022Q2,상장,N,적정
108670.0,2022Q3,상장,N,적정
108670.0,2022Q4,상장,N,적정
108670.0,2023Q1,상장,N,적정
108670.0,2023Q2,상장,N,적정
108670.0,2023Q3,상장,N,적정
108670.0,2023Q4,상장,N,적정
108670.0,2024Q1,상장,N,적정
108670.0,2024Q2,상장,N,기타/확인필요
108670.0,2024Q3,상장,N,기타/확인필요
108670.0,2024Q4,상장,N,기타/확인필요
108670.0,2025Q1,상장,N,기타/확인필요
108670.0,2025Q2,상장,N,기타/확인필요
108670.0,2025Q3,상장,N,기타/확인필요
108860.0,2020Q1,상장,N,기타/확인필요
108860.0,2020Q2,상장,N,적정
108860.0,2020Q3,상장,N,적정
108860.0,2020Q4,상장,N,적정
108860.0,2021Q1,상장,N,적정
108860.0,2021Q2,상장,N,적정
108860.0,2021Q3,상장,N,적정
108860.0,2021Q4,상장,N,적정
108860.0,2022Q1,상장,N,적정
108860.0,2022Q2,상장,N,적정
108860.0,2022Q3,상장,N,적정
108860.0,2022Q4,상장,N,적정
108860.0,2023Q1,상장,N,적정
108860.0,2023Q2,상장,N,적정
108860.0,2023Q3,상장,N,적정
108860.0,2023Q4,상장,N,적정
108860.0,2024Q1,상장,N,적정
108860.0,2024Q2,상장,N,기타/확인필요
108860.0,2024Q3,상장,N,기타/확인필요
108860.0,2024Q4,상장,N,기타/확인필요
108860.0,2025Q1,상장,N,기타/확인필요
108860.0,2025Q2,상장,N,기타/확인필요
108860.0,2025Q3,상장,N,기타/확인필요
109070.0,2020Q1,상장,N,기타/확인필요
109070.0,2020Q2,상장,N,적정
109070.0,2020Q3,상장,N,적정
109070.0,2020Q4,상장,N,적정
109070.0,2021Q1,상장,N,적정
109070.0,2021Q2,상장,N,적정
109070.0,2021Q3,상장,N,적정
109070.0,2021Q4,상장,N,적정
109070.0,2022Q1,상장,N,적정
109070.0,2022Q2,상장,N,적정
109070.0,2022Q3,상장,N,적정
109070.0,2022Q4,상장,N,적정
109070.0,2023Q1,상장,N,적정
109070.0,2023Q2,상장,N,적정
109070.0,2023Q3,상장,N,적정
109070.0,2023Q4,상장,N,적정
109070.0,2024Q1,상장,N,적정
109070.0,2024Q2,상장,N,기타/확인필요
109070.0,2024Q3,상장,N,기타/확인필요
109070.0,2024Q4,상장,N,기타/확인필요
109070.0,2025Q1,상장,N,기타/확인필요
109070.0,2025Q2,상장,N,기타/확인필요
109070.0,2025Q3,상장,N,기타/확인필요
109080.0,2020Q1,상장,N,기타/확인필요
109080.0,2020Q2,상장,N,적정
109080.0,2020Q3,상장,N,적정
109080.0,2020Q4,상장,N,적정
109080.0,2021Q1,상장,N,적정
109080.0,2021Q2,상장,N,적정
109080.0,2021Q3,상장,N,적정
109080.0,2021Q4,상장,N,적정
109080.0,2022Q1,상장,N,적정
109080.0,2022Q2,상장,N,적정
109080.0,2022Q3,상장,N,적정
109080.0,2022Q4,상장,N,적정
109080.0,2023Q1,상장,N,적정
109080.0,2023Q2,상장,N,적정
109080.0,2023Q3,상장,N,적정
109080.0,2023Q4,상장,N,적정
109080.0,2024Q1,상장,N,적정
109080.0,2024Q2,상장,N,기타/확인필요
109080.0,2024Q3,상장,N,기타/확인필요
109080.0,2024Q4,상장,N,기타/확인필요
109080.0,2025Q1,상장,N,기타/확인필요
109080.0,2025Q2,상장,N,기타/확인필요
109080.0,2025Q3,상장,N,기타/확인필요
109610.0,2020Q1,상장,N,기타/확인필요
109610.0,2020Q2,상장,N,적정
109610.0,2020Q3,상장,N,적정
109610.0,2020Q4,상장,N,적정
109610.0,2021Q1,상장,N,적정
109610.0,2021Q2,상장,N,적정
109610.0,2021Q3,상장,N,적정
109610.0,2021Q4,상장,N,적정
109610.0,2022Q1,상장,N,적정
109610.0,2022Q2,상장,N,적정
109610.0,2022Q3,상장,N,적정
109610.0,2022Q4,상장,N,적정
109610.0,2023Q1,상장,N,적정
109610.0,2023Q2,상장,N,적정
109610.0,2023Q3,상장,N,적정
109610.0,2023Q4,상장,N,적정
109610.0,2024Q1,상장,N,적정
109610.0,2024Q2,상장,N,기타/확인필요
109610.0,2024Q3,상장,N,기타/확인필요
109610.0,2024Q4,상장,N,기타/확인필요
109610.0,2025Q1,상장,N,기타/확인필요
109610.0,2025Q2,상장,N,기타/확인필요
109610.0,2025Q3,상장,N,기타/확인필요
109670.0,2023Q4,상장,N,적정
109670.0,2024Q1,상장,N,적정
109670.0,2024Q2,상장,N,기타/확인필요
109670.0,2024Q3,상장,N,기타/확인필요
109670.0,2024Q4,상장,N,기타/확인필요
109670.0,2025Q1,상장,N,기타/확인필요
109670.0,2025Q2,상장,N,기타/확인필요
109670.0,2025Q3,상장,N,기타/확인필요
109740.0,2020Q1,상장,N,기타/확인필요
109740.0,2020Q2,상장,N,적정
109740.0,2020Q3,상장,N,적정
109740.0,2021Q1,상장,N,기타/확인필요
109740.0,2021Q2,상장,N,적정
109740.0,2021Q3,상장,N,적정
109740.0,2022Q1,상장,N,기타/확인필요
109740.0,2022Q2,상장,N,적정
109740.0,2022Q3,상장,N,적정
109740.0,2023Q1,상장,N,기타/확인필요
109740.0,2023Q2,상장,N,적정
109740.0,2023Q3,상장,N,적정
109740.0,2024Q1,상장,N,기타/확인필요
109740.0,2024Q2,상장,N,기타/확인필요
109740.0,2024Q3,상장,N,기타/확인필요
109740.0,2025Q1,상장,N,기타/확인필요
109740.0,2025Q2,상장,N,기타/확인필요
109820.0,2020Q1,상장,N,기타/확인필요
109820.0,2020Q2,상장,N,적정
109820.0,2020Q3,상장,N,적정
109820.0,2021Q1,상장,N,기타/확인필요
109820.0,2021Q2,상장,N,적정
109820.0,2021Q3,상장,N,적정
109820.0,2022Q1,상장,N,기타/확인필요
109820.0,2022Q2,상장,N,적정
109820.0,2022Q3,상장,N,적정
109820.0,2023Q1,상장,N,기타/확인필요
109820.0,2023Q2,상장,N,적정
109820.0,2023Q3,상장,N,적정
109820.0,2024Q1,상장,N,기타/확인필요
109820.0,2024Q2,상장,N,기타/확인필요
109820.0,2024Q3,상장,N,기타/확인필요
109820.0,2025Q1,상장,N,기타/확인필요
109820.0,2025Q2,상장,N,기타/확인필요
109860.0,2020Q1,상장,N,기타/확인필요
109860.0,2020Q2,상장,N,적정
109860.0,2020Q3,상장,N,적정
109860.0,2021Q1,상장,N,기타/확인필요
109860.0,2021Q2,상장,N,적정
109860.0,2021Q3,상장,N,적정
109860.0,2022Q1,상장,N,기타/확인필요
109860.0,2022Q2,상장,N,적정
109860.0,2022Q3,상장,N,적정
109860.0,2023Q1,상장,N,기타/확인필요
109860.0,2023Q2,상장,N,적정
109860.0,2023Q3,상장,N,적정
109860.0,2024Q1,상장,N,기타/확인필요
109860.0,2024Q2,상장,N,기타/확인필요
109860.0,2024Q3,상장,N,기타/확인필요
109860.0,2025Q1,상장,N,기타/확인필요
109860.0,2025Q2,상장,N,기타/확인필요
109960.0,2020Q1,상장,N,기타/확인필요
109960.0,2020Q2,상장,N,적정
109960.0,2020Q3,상장,N,적정
109960.0,2020Q4,상장,N,적정
109960.0,2021Q1,상장,N,적정
109960.0,2021Q2,상장,N,적정
109960.0,2021Q3,상장,N,적정
109960.0,2021Q4,상장,N,적정
109960.0,2022Q1,상장,N,적정
109960.0,2022Q2,상장,N,적정
109960.0,2022Q3,상장,N,적정
109960.0,2022Q4,상장,N,적정
109960.0,2023Q1,상장,N,적정
109960.0,2023Q2,상장,N,적정
109960.0,2023Q3,상장,N,적정
109960.0,2023Q4,상장,N,적정
109960.0,2024Q1,상장,N,적정
109960.0,2024Q2,상장,N,기타/확인필요
109960.0,2024Q3,상장,N,기타/확인필요
109960.0,2024Q4,상장,N,기타/확인필요
109960.0,2025Q1,상장,N,기타/확인필요
109960.0,2025Q2,상장,N,기타/확인필요
109960.0,2025Q3,상장,N,기타/확인필요
110020.0,2020Q1,상장,N,기타/확인필요
110020.0,2020Q2,상장,N,적정
110020.0,2020Q3,상장,N,적정
110020.0,2020Q4,상장,N,적정
110020.0,2021Q1,상장,N,적정
110020.0,2021Q2,상장,N,적정
110020.0,2021Q3,상장,N,적정
110020.0,2021Q4,상장,N,적정
110020.0,2022Q1,상장,N,적정
110020.0,2022Q2,상장,N,적정
110020.0,2022Q3,상장,N,적정
110020.0,2022Q4,상장,N,적정
110020.0,2023Q1,상장,N,적정
110020.0,2023Q2,상장,N,적정
110020.0,2023Q3,상장,N,적정
110020.0,2023Q4,상장,N,적정
110020.0,2024Q1,상장,N,적정
110020.0,2024Q2,상장,N,기타/확인필요
110020.0,2024Q3,상장,N,기타/확인필요
110020.0,2024Q4,상장,N,기타/확인필요
110020.0,2025Q1,상장,N,기타/확인필요
110020.0,2025Q2,상장,N,기타/확인필요
110020.0,2025Q3,상장,N,기타/확인필요
110790.0,2020Q1,상장,N,기타/확인필요
110790.0,2020Q2,상장,N,적정
110790.0,2020Q3,상장,N,적정
110790.0,2020Q4,상장,N,적정
110790.0,2021Q1,상장,N,적정
110790.0,2021Q2,상장,N,적정
110790.0,2021Q3,상장,N,적정
110790.0,2021Q4,상장,N,적정
110790.0,2022Q1,상장,N,적정
110790.0,2022Q2,상장,N,적정
110790.0,2022Q3,상장,N,적정
110790.0,2022Q4,상장,N,적정
110790.0,2023Q1,상장,N,적정
110790.0,2023Q2,상장,N,적정
110790.0,2023Q3,상장,N,적정
110790.0,2023Q4,상장,N,적정
110790.0,2024Q1,상장,N,적정
110790.0,2024Q2,상장,N,기타/확인필요
110790.0,2024Q3,상장,N,기타/확인필요
110790.0,2024Q4,상장,N,기타/확인필요
110790.0,2025Q1,상장,N,기타/확인필요
110790.0,2025Q2,상장,N,기타/확인필요
110790.0,2025Q3,상장,N,기타/확인필요
110990.0,2020Q1,상장,N,기타/확인필요
110990.0,2020Q2,상장,N,적정
110990.0,2020Q3,상장,N,적정
110990.0,2020Q4,상장,N,적정
110990.0,2021Q1,상장,N,적정
110990.0,2021Q2,상장,N,적정
110990.0,2021Q3,상장,N,적정
110990.0,2021Q4,상장,N,적정
110990.0,2022Q1,상장,N,적정
110990.0,2022Q2,상장,N,적정
110990.0,2022Q3,상장,N,적정
110990.0,2022Q4,상장,N,적정
110990.0,2023Q1,상장,N,적정
110990.0,2023Q2,상장,N,적정
110990.0,2023Q3,상장,N,적정
110990.0,2023Q4,상장,N,적정
110990.0,2024Q1,상장,N,적정
110990.0,2024Q2,상장,N,기타/확인필요
110990.0,2024Q3,상장,N,기타/확인필요
110990.0,2024Q4,상장,N,기타/확인필요
110990.0,2025Q1,상장,N,기타/확인필요
110990.0,2025Q2,상장,N,기타/확인필요
110990.0,2025Q3,상장,N,기타/확인필요
111110.0,2020Q1,상장,N,기타/확인필요
111110.0,2020Q2,상장,N,적정
111110.0,2020Q3,상장,N,적정
111110.0,2020Q4,상장,N,적정
111110.0,2021Q1,상장,N,적정
111110.0,2021Q2,상장,N,적정
111110.0,2021Q3,상장,N,적정
111110.0,2021Q4,상장,N,적정
111110.0,2022Q1,상장,N,적정
111110.0,2022Q2,상장,N,적정
111110.0,2022Q3,상장,N,적정
111110.0,2022Q4,상장,N,적정
111110.0,2023Q1,상장,N,적정
111110.0,2023Q2,상장,N,적정
111110.0,2023Q3,상장,N,적정
111110.0,2023Q4,상장,N,적정
111110.0,2024Q1,상장,N,적정
111110.0,2024Q2,상장,N,기타/확인필요
111110.0,2024Q3,상장,N,기타/확인필요
111110.0,2024Q4,상장,N,기타/확인필요
111110.0,2025Q1,상장,N,기타/확인필요
111110.0,2025Q2,상장,N,기타/확인필요
111110.0,2025Q3,상장,N,기타/확인필요
111380.0,2023Q4,상장,N,적정
111380.0,2024Q1,상장,N,적정
111380.0,2024Q2,상장,N,기타/확인필요
111380.0,2024Q3,상장,N,기타/확인필요
111380.0,2024Q4,상장,N,기타/확인필요
111380.0,2025Q1,상장,N,기타/확인필요
111380.0,2025Q2,상장,N,기타/확인필요
111380.0,2025Q3,상장,N,기타/확인필요
111710.0,2020Q1,상장,N,기타/확인필요
111710.0,2020Q2,상장,N,기타/확인필요
111710.0,2020Q3,상장,N,기타/확인필요
111710.0,2020Q4,상장,N,기타/확인필요
111710.0,2021Q1,상장,N,기타/확인필요
111710.0,2021Q2,상장,N,기타/확인필요
111710.0,2021Q3,상장,N,기타/확인필요
111710.0,2021Q4,상장,N,기타/확인필요
111710.0,2022Q1,상장,N,기타/확인필요
111710.0,2022Q2,상장,N,기타/확인필요
111710.0,2022Q3,상장,N,기타/확인필요
111710.0,2022Q4,상장,N,기타/확인필요
111710.0,2023Q1,상장,N,기타/확인필요
111710.0,2023Q2,상장,N,기타/확인필요
111710.0,2023Q3,상장,N,기타/확인필요
111710.0,2023Q4,상장,N,기타/확인필요
111710.0,2024Q1,상장,N,기타/확인필요
111710.0,2024Q2,상장,N,기타/확인필요
111710.0,2024Q3,상장,N,기타/확인필요
111710.0,2024Q4,상장,N,기타/확인필요
111710.0,2025Q1,상장,N,기타/확인필요
111710.0,2025Q2,상장,N,기타/확인필요
111710.0,2025Q3,상장,N,기타/확인필요
111770.0,2020Q1,상장,N,기타/확인필요
111770.0,2020Q2,상장,N,적정
111770.0,2020Q3,상장,N,적정
111770.0,2020Q4,상장,N,적정
111770.0,2021Q1,상장,N,적정
111770.0,2021Q2,상장,N,적정
111770.0,2021Q3,상장,N,적정
111770.0,2021Q4,상장,N,적정
111770.0,2022Q1,상장,N,적정
111770.0,2022Q2,상장,N,적정
111770.0,2022Q3,상장,N,적정
111770.0,2022Q4,상장,N,적정
111770.0,2023Q1,상장,N,적정
111770.0,2023Q2,상장,N,적정
111770.0,2023Q3,상장,N,적정
111770.0,2023Q4,상장,N,적정
111770.0,2024Q1,상장,N,적정
111770.0,2024Q2,상장,N,기타/확인필요
111770.0,2024Q3,상장,N,기타/확인필요
111770.0,2024Q4,상장,N,기타/확인필요
111770.0,2025Q1,상장,N,기타/확인필요
111770.0,2025Q2,상장,N,기타/확인필요
111770.0,2025Q3,상장,N,기타/확인필요
111820.0,2020Q1,상장폐지,N,기타/확인필요
111820.0,2020Q2,상장폐지,N,적정
111820.0,2020Q3,상장폐지,N,적정
111820.0,2020Q4,상장폐지,N,적정
111820.0,2021Q1,상장폐지,N,적정
111820.0,2021Q2,상장폐지,N,한정
111820.0,2021Q3,상장폐지,N,한정
111820.0,2021Q4,상장폐지,N,한정
111820.0,2023Q3,상장폐지,N,기타/확인필요
111820.0,2023Q4,상장폐지,N,의견거절
111820.0,2024Q1,상장폐지,N,의견거절
111820.0,2024Q2,상장폐지,N,의견거절
111820.0,2024Q3,상장폐지,N,의견거절
111820.0,2024Q4,상장폐지,N,의견거절
111820.0,2025Q1,상장폐지,N,의견거절
111820.0,2025Q2,상장폐지,N,기타/확인필요
111820.0,2025Q3,상장폐지,N,기타/확인필요
111870.0,2020Q1,상장폐지,N,기타/확인필요
111870.0,2020Q2,상장폐지,N,적정
111870.0,2020Q3,상장폐지,N,적정
111870.0,2020Q4,상장폐지,N,적정
111870.0,2021Q1,상장폐지,N,적정
111870.0,2021Q2,상장폐지,N,적정
111870.0,2021Q3,상장폐지,N,적정
111870.0,2021Q4,상장폐지,N,적정
111870.0,2022Q1,상장폐지,N,적정
111870.0,2022Q2,상장폐지,N,기타/확인필요
111870.0,2022Q3,상장폐지,N,기타/확인필요
111870.0,2022Q4,상장폐지,N,기타/확인필요
111870.0,2023Q1,상장폐지,N,기타/확인필요
111870.0,2023Q2,상장폐지,N,기타/확인필요
111870.0,2023Q3,상장폐지,N,기타/확인필요
111870.0,2023Q4,상장폐지,N,기타/확인필요
111870.0,2024Q1,상장폐지,N,기타/확인필요
111870.0,2024Q2,상장폐지,N,의견거절
111870.0,2024Q3,상장폐지,N,의견거절
